"id";"name";"mobile";"address";"rating";"votes";"established";"website";"mon_time";"tues_time";"wed_time";"thurs_time";"fri_time";"sat_time";"sun_time"
223;"Olive Fitness Forever";"+(91)-11-23980008";"27, Alipur Rd, Civil Lines, Delhi - 110054, Opp St Parmanand Hospital";"3.6";"49";"Cash";"Null";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm";"06:30 am - 10:00 pm"
224;"Myoplus Gym & Spa";"+(91)-9910961882";"2 Floor Wedding Mall, Sharda niketan, Pitampura, Delhi - 110034, OPP crescent public school(Map)";"5.0";"1";"2014";"Null";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm"
225;"Proton Active";"+(91)-11-65649090";"370-71/2, Ground Floor, Sahi Hospital Road, Bhogal, Delhi - 110014(Map)";"3.6";"5";"2014";"http://www.protonactive.com";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"07:00 am - 09:00 pm"
226;"Gym Plex";"+(91)-9999113255";"H-1/138, Vikaspuri, Delhi - 110018, Neal LAL Market And Anubhav Banquet(Map)";"4.1";"16";"2012";"javascript:void(0);";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"Closed"
227;"Fitness First India PVT Limited";"+(91)-8800619111";"Vasant Kunj, Delhi - 110070(Map)";"3.7";"7";"Off Add :-1st Flr,se";"javascript:void(0);";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"Closed"
228;"National Gym";"+(91)-9212140073";"F-3/38, Mangal Bzr Rd, Sangam Vihar, Delhi - 110080(Map)";"5.0";"2";"2002";"javascript:void(0);";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"Closed"
229;"Works Out";"+(91)-11-42263778";"C-2/12, Ashok Vihar, Delhi - 110052, Nr Deep Mkt(Map)";"3.8";"33";"Cash";"Null";"05:00 am - 10:00 am  06:00 pm - 09:00 pm";"05:00 am - 10:00 am  06:00 pm - 09:00 pm";"05:00 am - 10:00 am  06:00 pm - 09:00 pm";"05:00 am - 10:00 am  06:00 pm - 09:00 pm";"05:00 am - 10:00 am  06:00 pm - 09:00 pm";"05:00 am - 10:00 am  06:00 pm - 09:00 pm";"Closed"
230;"KORE Gym";"+(91)-11-46574000";"Y-14, Green Park, Green Park, Delhi - 110016, Behind Green Park Market, Opp Deer Park Gate(Map)";"4.3";"19";"2012";"javascript:void(0);";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 02:00 pm"
231;"Evost Fitness Gym And Spa";"+(91)-11-33058858";"inside new friends club, Kalindi Colony-Friends Colony East, Delhi - 110065, mathura road(Map)";"3.0";"1";"2011";"javascript:void(0);";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"05:30 am - 05:30 am"
232;"Body Crunch";"+(91)-9911309987";"A-1/4, Ashok Vihar, Delhi - 110052, Nr Kali Mata Mandir Shakti Ngr Ext, Main Rd(Map)";"3.4";"41";"Cash";"javascript:void(0);";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm"
233;"Health Mantra";"+(91)-9811129988";"F-44, Kirti Nagar, Delhi - 110015, Next to Axis Bank(Map)";"4.3";"4";"Cash";"Null";"07:00 am - 10:00 pm";"07:00 am - 10:00 pm";"07:00 am - 10:00 pm";"07:00 am - 10:00 pm";"07:00 am - 10:00 pm";"07:00 am - 10:00 pm";"Closed"
234;"Victorious Gym";"+(91)-11-43048364";"8,Basement,surya niketan, Surya Niketan-Anand Vihar, Delhi - 110092, Opposite Gurudwara";"3.9";"19";"Cash";"Null";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm"
235;"H20 (Health 2 Offer)";"+(91)-11-33745648";"F-14/26 First Floor, Main Market, Model Town 2, Delhi - 110009, Near Vijay Store(Map)";"4.6";"5";"2006";"javascript:void(0);";"06:00 am - 10:30 pm";"06:00 am - 10:30 pm";"06:00 am - 10:30 pm";"06:00 am - 10:30 pm";"06:00 am - 10:30 pm";"06:00 am - 10:30 pm";"Closed"
236;"Ministry Of Fitness";"+(91)-9711154536";"Plot No. 11, Dayanand Vihar, Dayanand Vihar-Anand Vihar, Delhi - 110092, Near Karkardooma Metro Station(Map)";"Null";"0";"2015";"http://www.mof.co.in";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"08:00 am - 02:00 pm"
237;"Reform Gym & Spa";"+(91)-9555338338";"C-10, Palam Vihar Extention, Gurgaon - 122017(Map)";"Null";"0";"2012";"Null";"06:00 am - 10:30 pm";"06:00 am - 10:30 pm";"06:00 am - 10:30 pm";"06:00 am - 10:30 pm";"06:00 am - 10:30 pm";"06:00 am - 10:30 pm";"Closed"
238;"Sculpt Gym";"+(91)-9810446138";"B-19, Gurgaon Sector 14, Gurgaon - 122001, Old Dlf Colony";"4.6";"7";"GymnasiumsHealth Clu";"http://www.sculpt.co.in";"Null";"Null";"Null";"Null";"Null";"Null";"Null"
239;"P R V Health Club & Spa";"+(91)-129-4089413";"Sco-84-85,2nd Floor, Main Road, Faridabad Sector 16, Faridabad - 121002, Near Sagar Cinema(Map)";"4.0";"5";"2012";"javascript:void(0);";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"07:00 am - 02:00 pm"
240;"ALS FITNESS";"+(91)-11-26691785";"B-1 Commercial Cplx Geetanjali, Shivalik Rd, Malviya Nagar, Delhi - 110017, Opposite Aurobindo College, Near Cafe Coffee Day(Map)";"3.6";"11";"1999";"javascript:void(0);";"07:00 am - 09:30 pm";"07:00 am - 09:30 pm";"07:00 am - 09:30 pm";"07:00 am - 09:30 pm";"07:00 am - 09:30 pm";"07:00 am - 05:30 am";"Closed"
241;"Exert The Gym";"Null";"Plot No. C-5, Sai Chowk, Madhu Vihar-Patparganj, Delhi - 110092, Near Unique Cafe(Map)";"4.1";"38";"2009";"javascript:void(0);";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"07:00 am - 01:00 pm"
242;"Fitness Freak";"+(91)-11-47218000";"Ag-46 A, Shalimar Bagh, Delhi - 110088(Map)";"4.1";"18";"2013";"javascript:void(0);";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 10:00 pm"
243;"O3 FITNESS GYM";"+(91)-8285921674";"Plot no.-1, kakrola housing complex, Main najafgarh road, Delhi - 110075, Opposite Metro piller no.792";"4.0";"1";"2014";"Null";"05:30 am - 10:30 am  04:00 pm - 10:00 pm";"05:30 am - 10:30 am  04:00 pm - 10:00 pm";"05:30 am - 10:30 am  04:00 pm - 10:00 pm";"05:30 am - 10:30 am  04:00 pm - 10:00 pm";"05:30 am - 10:30 am  04:00 pm - 10:00 pm";"05:30 am - 10:30 am  04:00 pm - 10:00 pm";"05:30 am - 10:30 am  04:00 pm - 10:00 pm"
244;"Premier Fitness Club And Spa";"+(91)-11-33636053";"Shop Number 401/402, 2nd Floor, Shopprix Mall, Noida Sector 61, Noida - 201307, Near Flex(Map)";"4.1";"27";"2014";"http://www.premierfitnesclub.com";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"08:00 am - 08:00 pm"
245;"CLUB EXCELL";"+(91)-11-65855060";"Shop no-D-89 ,hans building , Main Road , Chattarpur, Delhi - 110074, 100 Feet road(Map)";"4.0";"3";"2013";"javascript:void(0);";"07:00 am - 09:30 pm";"07:00 am - 09:30 pm";"07:00 am - 09:30 pm";"07:00 am - 09:30 pm";"07:00 am - 09:30 pm";"07:00 am - 09:30 pm";"07:00 am - 09:30 pm"
246;"Spartan Slim & Spa";"+(91)-11-65687755";"29, 2nd Floor, Moti Nagar, Delhi - 110015, Main Market";"3.2";"10";"2013";"Null";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"Closed"
247;"Genetic Fittness";"+(91)-11-45572432";"E - 989, Saraswati Vihar, Pitampura, Delhi - 110034, Near Gurudwara(Map)";"4.5";"2";"2013";"javascript:void(0);";"05:30 am - 11:00 pm";"05:30 am - 11:00 pm";"05:30 am - 11:00 pm";"05:30 am - 11:00 pm";"05:30 am - 11:00 pm";"05:30 am - 11:00 pm";"05:30 am - 11:00 pm"
248;"Health 2 Offer";"+(91)-11-45623188";"Fd-4, Near main road, Pitampura, Delhi - 110034, Near Pitampura Metro Station, HCL Avitas(Map)";"4.2";"10";"2008";"javascript:void(0);";"06:00 am - 02:00 pm  04:00 pm - 10:00 pm";"06:00 am - 02:00 pm  04:00 pm - 10:00 pm";"06:00 am - 02:00 pm  04:00 pm - 10:00 pm";"06:00 am - 02:00 pm  04:00 pm - 10:00 pm";"06:00 am - 02:00 pm  04:00 pm - 10:00 pm";"06:00 am - 02:00 pm  04:00 pm - 10:00 pm";"Closed"
249;"Mind 2 Soul Gym & Melange Salon";"+(91)-11-39545223";"27, Bunglow Road, Kamla Nagar, Delhi - 110007, Near Amitabh Banquet(Map)";"3.9";"143";"Cash";"http://www.mind2soul.in";"06:30 am - 09:30 pm";"06:30 am - 09:30 pm";"06:30 am - 09:30 pm";"06:30 am - 09:30 pm";"06:30 am - 09:30 pm";"06:30 am - 09:30 pm";"10:30 am - 07:30 pm"
250;"Zehen";"+(91)-11-43235111";"C/O The Manor Hotel, 77, Friends Colony West, Delhi - 110065(Map)";"4.0";"2";"TimingsZehen Active ";"http://www.zehen.com";"07:00 am - 10:00 pm";"07:00 am - 10:00 pm";"07:00 am - 10:00 pm";"07:00 am - 10:00 pm";"07:00 am - 10:00 pm";"07:00 am - 10:00 pm";"07:00 am - 10:00 pm"
251;"Body Mantra";"+(91)-11-33067636";"E 8a, Second Floor, Hauz Khas, Delhi - 110016, Near Main Market(Map)";"4.1";"18";"2005";"javascript:void(0);";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm"
252;"Absolut Fitness";"+(91)-11-64646880";"F-3/21, Second & Third Floor, Krishna Nagar, Delhi - 110051, Opposite Punjab National Bank(Map)";"3.7";"26";"2008";"http://www.absolutfitness.co.in";"06:00 am - 01:00 pm  04:00 pm - 10:00 pm";"06:00 am - 01:00 pm  04:00 pm - 10:00 pm";"06:00 am - 01:00 pm  04:00 pm - 10:00 pm";"06:00 am - 01:00 pm  04:00 pm - 10:00 pm";"06:00 am - 01:00 pm  04:00 pm - 10:00 pm";"06:00 am - 01:00 pm  04:00 pm - 10:00 pm";"06:00 am - 01:00 pm  04:00 pm - 10:00 pm"
253;"3D The Gym";"+(91)-11-33633079";"E189, Kalkaji, Delhi - 110019, Near Kandys(Map)";"4.0";"30";"2000";"http://www.3dthegym.in";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"Closed"
254;"Club X Cell Gk I";"+(91)-11-29235247";"B-7, Greater Kailash, Delhi - 110048, Part-1, Nr Kangroo Play School(Map)";"4.2";"49";"Cash";"Null";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"Closed"
255;"Fitness Factory";"+(91)-120-4269473";"Windsor Club, Plot No-5,Vaibhav Khand, Indirapuram, Ghaziabad - 201014, Near Aditya Mall(Map)";"3.7";"27";"CashDebit CardsCredi";"http://www.fitnessfactory.co.in";"Null";"Null";"Null";"Null";"Null";"Null";"Null"
256;"Shape n Size";"+(91)-11-33638034";"317, Ground Floor, Gagan Vihar, Delhi - 110051, Opposite Dav School(Map)";"3.9";"37";"2013";"javascript:void(0);";"06:00 am - 02:00 pm  04:00 pm - 10:00 pm";"06:00 am - 02:00 pm  04:00 pm - 10:00 pm";"06:00 am - 02:00 pm  04:00 pm - 10:00 pm";"06:00 am - 02:00 pm  04:00 pm - 10:00 pm";"06:00 am - 02:00 pm  04:00 pm - 10:00 pm";"06:00 am - 02:00 pm  04:00 pm - 10:00 pm";"Closed"
257;"Amatrra Spa";"+(91)-9953520023";"50 B, The Ashoka, Diplomatic Enclave, Chanakya Puri, Delhi - 110021(Map)";"4.2";"21";"CashMaster CardVisa ";"http://www.amatrraspa.com";"09:00 am - 10:30 pm";"09:00 am - 10:30 pm";"09:00 am - 10:30 pm";"09:00 am - 10:30 pm";"09:00 am - 10:30 pm";"09:00 am - 10:30 pm";"09:00 am - 10:00 pm"
258;"Gold star gym";"+(91)-8826508072";"Noida Sector 93, Noida - 201304, Behind vds market";"2.5";"2";"CashCheques";"Null";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm"
259;"Sparx Gym & Spa";"+(91)-120-4160666";"D-1,Bharat Appt., Chander Nagar, Ghaziabad - 201011, Near SUNSHINE PARK HOTEL(Map)";"4.0";"6";"2011";"Null";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm"
260;"ALIVE FITNESS ACADEMY";"+(91)-11-45087033";"A-31, Paschim Vihar, Delhi - 110063, Opp. Axis bank(Map)";"3.2";"16";"CashChequesRTGS";"http://www.fitnessalive.in";"06:00 am - 10:30 pm";"06:00 am - 10:30 pm";"06:00 am - 10:30 pm";"06:00 am - 10:30 pm";"06:00 am - 10:30 pm";"06:00 am - 10:30 pm";"Closed"
261;"Curlondour  & Contour";"+(91)-11-29239733";"Office C-116, Greater Kailash I, Delhi - 110048";"4.0";"2";"CashCheques";"javascript:void(0);";"10:00 am - 08:30 pm";"10:00 am - 08:30 pm";"10:00 am - 08:30 pm";"10:00 am - 08:30 pm";"10:00 am - 08:30 pm";"10:00 am - 08:30 pm";"07:00 am - 07:00 pm"
262;"Armstrong";"+(91)-9810209721";"Plot No-1643, Najafgarh, Delhi - 110043, Prem Nagar";"4.7";"3";"2015";"Null";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"07:00 am - 07:00 pm"
263;"Vats gym & equipment";"+(91)-8802199199";"Ratan garden, Gurgaon, Gurgaon - 122002, New, Cly More, Opp Petrol Pump";"3.4";"16";"2010";"javascript:void(0);";"05:00 am - 10:00 am  04:00 pm - 10:00 pm";"05:00 am - 10:00 am  04:00 pm - 10:00 pm";"05:00 am - 10:00 am  04:00 pm - 10:00 pm";"05:00 am - 10:00 am  04:00 pm - 10:00 pm";"05:00 am - 10:00 am  04:00 pm - 10:00 pm";"05:00 am - 10:00 am  04:00 pm - 10:00 pm";"05:30 am - 05:30 am  04:00 pm - 10:00 pm"
264;"Fitness Anthem";"+(91)-129-4133303";"Shop Number-114 & 115, 1st Floor, Faridabad Sector 28, Faridabad - 121008, Huda Market, Near Reliance Fresh(Map)";"4.1";"26";"2010";"javascript:void(0);";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm"
265;"O2 Gym Fitness";"+(91)-9568545454";"New Delhi, Delhi - 110001";"2.8";"4";"1990";"Null";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm"
266;"The club";"+(91)-9990361162";"2nd floor ,plot no 10, central market, Dwarka Sector 10, Delhi - 110075, opp DDA sports complex(Map)";"Null";"0";"2007";"javascript:void(0);";"05:00 am - 02:00 pm  04:00 pm - 10:00 pm";"05:00 am - 02:00 pm  04:00 pm - 10:00 pm";"05:00 am - 02:00 pm  04:00 pm - 10:00 pm";"05:00 am - 02:00 pm  04:00 pm - 10:00 pm";"05:00 am - 02:00 pm  04:00 pm - 10:00 pm";"05:00 am - 02:00 pm  04:00 pm - 10:00 pm";"05:00 am - 02:00 pm  04:00 pm - 10:00 pm"
267;"Stay Fit Gym";"+(91)-9999054767";"59/39, New Rohtak Road, Karol Bagh, Nr HDFC Bank, Karol Bagh, Delhi - 110005, Liberty Cinema Hall(Map)";"3.9";"34";"GymnasiumsSlimming C";"http://www.stayfitgym.co.in";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"07:30 am - 12:00 pm"
268;"Body Worx";"+(91)-11-64691053";"R 846, New Rajender Nagar, Delhi - 110060, Basement ICICI Bank(Map)";"3.5";"8";"2011";"javascript:void(0);";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm"
269;"Karma Gym";"+(91)-11-27313200";"FC-1, first floor, Pacific mall, Pitampura, Delhi - 110034, K P Block, Near Hotel City Park(Map)";"4.5";"12";"2012";"http://https://www.facebook.com/KARMAGYM";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"08:00 am - 12:00 pm"
270;"MUSCLE BAR GYM & SPA";"+(91)-9213948626";"31, basement, West avenue road, West Punjabi Bagh, Delhi - 110026, Opp. Yes bank(Map)";"3.0";"2";"Cash";"Null";"06:00 am - 01:00 pm  05:00 pm - 10:30 pm";"06:00 am - 01:00 pm  05:00 pm - 10:30 pm";"06:00 am - 01:00 pm  05:00 pm - 10:30 pm";"06:00 am - 01:00 pm  05:00 pm - 10:30 pm";"06:00 am - 01:00 pm  05:00 pm - 10:30 pm";"06:00 am - 01:00 pm  05:00 pm - 10:30 pm";"Closed"
271;"City Gym";"+(91)-11-22821315";"E-16, Sarovar marg, Shahdara, Delhi - 110032, Near Nagar Nigam School, Panchsheel Garden,Naveen Shadara(Map)";"3.5";"38";"Cash";"Null";"05:30 am - 11:00 pm";"05:30 am - 11:00 pm";"05:30 am - 11:00 pm";"05:30 am - 11:00 pm";"05:30 am - 11:00 pm";"05:30 am - 11:00 pm";"10:00 am - 06:00 pm"
272;"Energy Mind Body Soul Fitness ...";"+(91)-9311101181";"BA-11, Basement, Shalimar Bagh West, Shalimar Bagh, Delhi - 110088, Near Shalimar Bagh Police Station(Map)";"4.5";"11";"CashCheques";"javascript:void(0);";"06:00 am - 02:00 pm";"06:00 am - 02:00 pm";"06:00 am - 02:00 pm";"06:00 am - 02:00 pm";"06:00 am - 02:00 pm";"06:00 am - 02:00 pm";"Closed"
273;"Magnet gym";"+(91)-9582821307";"R-9, BJ BLK, Shalimar Bagh, Delhi - 110088, Near by goodlay public school(Map)";"4.5";"2";"Beauty SpasGymnasium";"Null";"07:00 am - 01:00 am  04:00 pm - 10:00 pm";"07:00 am - 01:00 am  04:00 pm - 10:00 pm";"07:00 am - 01:00 am  04:00 pm - 10:00 pm";"07:00 am - 01:00 am  04:00 pm - 10:00 pm";"07:00 am - 01:00 am  04:00 pm - 10:00 pm";"07:00 am - 01:00 am  04:00 pm - 10:00 pm";"Closed"
274;"Being Fit Fitness Studio";"+(91)-129-2438373";"Scf-76, Faridabad Sector 46, Faridabad - 121003, Huda Market";"4.1";"8";"2013";"javascript:void(0);";"05:30 am - 12:00 pm  04:00 pm - 09:30 pm";"05:30 am - 12:00 pm  04:00 pm - 09:30 pm";"05:30 am - 12:00 pm  04:00 pm - 09:30 pm";"05:30 am - 12:00 pm  04:00 pm - 09:30 pm";"05:30 am - 12:00 pm  04:00 pm - 09:30 pm";"05:30 am - 12:00 pm  04:00 pm - 09:30 pm";"05:30 am - 12:00 pm"
275;"THE NEW BODY  TEMPLE";"+(91)-11-25734626";"No.12A/14 W.E.A., Saraswati Marg, Karol Bagh, Delhi - 110005, Near Karol bagh Metro Station(Map)";"4.0";"27";"Ph No Deleted 981134";"javascript:void(0);";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 am"
276;"Mantan The Fitness Lounge";"+(91)-11-41718193";"13 MG Road, Mehrauli Gurgaon Road, Delhi - 110030, New Manglapuri";"4.4";"5";"2014";"http://www.mantan.in";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm"
277;"Club Xcell";"+(91)-11-29235257";"87, Main Road, Zamrudpur-Greater Kailash I, Delhi - 110048, Near N Block Market(Map)";"3.4";"5";"CashCheques";"Null";"07:30 am - 07:30 pm";"07:30 am - 07:30 pm";"07:30 am - 07:30 pm";"07:30 am - 07:30 pm";"07:30 am - 07:30 pm";"07:30 am - 07:30 pm";"Closed"
278;"Workout Wonders";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null"
279;"Planet X Gym";"+(91)-9212449061";"Vivek Vihar, Delhi - 110095";"3.7";"18";"GymnasiumsHealth Clu";"Null";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"Closed"
280;"Freaky Fitness Center";"+(91)-11-33743426";"Building Number C 4 First Floor C Block Market, Vasant Vihar, Delhi - 110057, Near Tagore International School(Map)";"4.0";"5";"2014";"http://www.freakyfitnesscenter.com";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"08:00 am - 02:00 pm"
281;"Celebrity Fitness Club";"+(91)-11-49123123";"West Gate Mall,1st Flr, Rajouri Garden, Delhi - 110027(Map)";"4.0";"108";"Cash";"Null";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm"
282;"Komal Fitness Mantras";"+(91)-7838983272";"B 20 New Krishna Park, Vikaspuri, Delhi - 110018, Near Vijaya Bank(Map)";"4.3";"15";"2013";"javascript:void(0);";"06:00 am - 08:00 pm";"06:00 am - 08:00 pm";"06:00 am - 08:00 pm";"06:00 am - 08:00 pm";"06:00 am - 08:00 pm";"06:00 am - 08:00 pm";"05:00 pm - 08:00 pm"
283;"Lets Work Out";"+(91)-11-33057648";"B291, 1st Floor, Saraswati Vihar, Outer Ring Road, Pitampura, Delhi - 110034, Near Bagga Link Showroom(Map)";"4.5";"2";"2009";"http://www.letsworkout.us";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"Closed"
284;"Krypton Fitness Studio";"+(91)-11-33081649";"Shop Number A 44, Basement, Sarswati Vihar, Pitampura, Delhi - 110034, Opposite Deepali Gate Number 1(Map)";"4.2";"6";"2013";"javascript:void(0);";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm"
285;"Studio 1";"+(91)-9873327327";"B-9, Ghaziabad, Ghaziabad - 201001, Near Holy Child School,Ashok Nagar(Map)";"3.9";"26";"2009";"http://Www.studio1gb.com";"09:00 am - 09:30 pm";"09:00 am - 09:30 pm";"09:00 am - 09:30 pm";"09:00 am - 09:30 pm";"09:00 am - 09:30 pm";"09:00 am - 09:30 pm";"09:00 am - 09:30 pm"
286;"Fitness Alive Academy";"+(91)-9250638269";"A-3/1, Paschim Vihar, Delhi - 110063";"4.4";"13";"2013";"javascript:void(0);";"06:30 am - 01:00 pm  04:00 pm - 10:00 pm";"06:30 am - 01:00 pm  04:00 pm - 10:00 pm";"06:30 am - 01:00 pm  04:00 pm - 10:00 pm";"06:30 am - 01:00 pm  04:00 pm - 10:00 pm";"06:30 am - 01:00 pm  04:00 pm - 10:00 pm";"06:30 am - 01:00 pm  04:00 pm - 10:00 pm";"06:30 am - 01:00 pm  04:00 pm - 10:00 pm"
287;"Fitness Mania Gym";"+(91)-9971421672";"2881, Gali Captain Wali, Darya Ganj, Delhi - 110002, Kucha Chellan(Map)";"3.0";"1";"2010";"Null";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"Closed"
288;"Xtreme Fitness";"+(91)-9650980055";"Shop No.1, Near Subhash chowk, Sohna Road, Gurgaon - 122001, Omaxe city centre mall(Map)";"Null";"0";"2012";"javascript:void(0);";"11:00 am - 09:00 pm";"11:00 am - 09:00 pm";"11:00 am - 09:00 pm";"11:00 am - 09:00 pm";"11:00 am - 09:00 pm";"11:00 am - 09:00 pm";"11:00 am - 09:00 pm"
289;"Milestone Gym Spa Cafe";"+(91)-9711405405";"C-29A, Vijay Nagar, Single Storey, Kingsway Camp, Delhi - 110009, Opposite Mcd Dispencery(Map)";"4.7";"10";"2014";"Null";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"06:00 am - 11:00 pm";"07:00 am - 01:00 pm"
